0		
1	zou6mat1je5aa3	做___乜___嘢__啊__
2	lei1go3me1lai4gaa3	哩___個__咩__嚟___㗎___
3		
4	jin1tian1ling2yi1liu4nian2ba1yue4	今___天____零____一__六___年____八__月___
5	lei1go3me1lai4gaa3	哩___個__咩__嚟___㗎___
6		
7	o4luk6jing2gei1	哦_錄___影____機___
8	hai6mai6aa3	係___咪___啊__
9	gei1	機___
10		
11	gei1	機___
12		
13	luk6jing2gei1	錄___影____機___
14	hai6mai6aa3	係___咪___啊__
15		
16	hai6mai6	係___咪___
17		
18	ngon1go1nei5gaau3maa1mi4hou2mou2aa3	安____哥__你___教____媽___咪__好___冇___啊__
19	waa3lei1tiu4me1lai4gaa3	嘩___哩___條___咩__嚟___㗎___
